vibration_rms,temperature,sound_level,maintenance_days,wheel_health,bearing_health,failure
0.226,42.9,69.1,2,71,86,0
0.371,40.2,62.1,56,67,79,0
0.365,51.9,64.5,67,65,71,0
0.276,58.7,69.3,15,69,74,0
0.232,50.6,50.8,44,81,79,0
0.256,49.1,48.9,50,81,78,0
0.628,69.5,75.1,186,41,43,1
0.272,41.8,47.1,81,80,81,0
0.304,36.0,62.4,1,73,87,0
0.229,44.3,67.5,75,68,81,0
0.506,64.9,78.3,141,46,54,1
0.36,55.6,51.3,55,75,70,0
0.306,59.9,61.7,13,73,72,0
0.28,49.9,56.7,25,76,78,0
0.364,50.2,67.5,4,67,76,0
0.82,95.7,93.5,200,21,19,1
0.393,36.4,64.4,76,64,79,0
0.613,77.1,84.6,93,41,44,1
0.739,83.3,99.0,339,13,22,1
0.397,58.1,64.0,42,66,68,0
0.347,58.2,63.4,6,70,72,0
0.928,80.0,90.8,313,12,18,1
0.272,56.2,50.4,45,80,74,0
0.271,35.9,55.5,24,78,87,0
0.728,97.3,94.5,336,16,14,1
0.681,68.8,84.4,143,35,44,1
0.427,70.3,81.9,111,49,55,1
0.265,42.6,41.2,0,89,85,0
0.736,88.5,96.4,283,17,22,1
0.253,35.1,60.8,15,75,89,0
0.352,35.5,40.9,43,83,83,0
0.274,35.7,50.8,34,80,87,0
0.611,76.2,80.8,135,41,43,1
0.483,73.9,70.6,93,55,52,0
0.374,44.0,62.6,88,65,75,0
0.403,61.9,78.7,121,51,61,0
0.247,38.8,60.8,23,75,87,0
0.605,78.5,70.0,106,50,43,1
0.515,73.2,81.3,194,41,45,1
0.223,52.2,62.7,13,75,80,0
0.814,96.5,91.4,337,15,11,1
0.566,63.6,74.0,180,45,50,1
0.37,39.7,64.5,2,69,82,0
0.227,49.8,68.0,28,71,80,0
0.331,36.3,58.1,81,70,82,0
0.498,77.6,77.2,94,50,49,1
0.247,52.0,59.8,76,73,75,0
0.728,94.0,98.6,363,12,15,1
0.253,36.9,64.3,26,72,87,0
0.362,56.9,46.0,85,77,67,0
0.375,47.1,56.2,53,71,75,0
0.361,48.9,58.9,78,69,73,0
0.459,69.2,82.6,179,43,51,1
0.231,59.7,64.6,12,74,75,0
0.479,60.3,74.5,118,51,59,0
0.245,41.4,48.5,2,84,86,0
0.372,39.7,68.3,38,64,80,0
0.296,55.6,69.5,40,66,73,0
0.868,92.9,94.1,285,14,14,1
0.752,94.4,96.5,244,19,20,1
0.306,43.1,46.5,72,80,79,0
0.602,71.8,74.0,152,45,45,1
0.294,44.2,64.4,69,68,79,0
0.22,49.0,45.6,15,87,82,0
0.859,90.0,97.4,327,10,14,1
0.595,78.5,70.9,130,48,42,1
0.711,90.2,85.2,305,25,21,1
0.414,69.0,76.3,131,52,55,0
0.388,44.0,48.1,2,79,79,0
0.45,74.1,75.1,182,49,48,1
0.582,72.6,73.2,175,45,44,1
0.473,61.5,84.5,199,40,54,1
0.317,39.4,58.2,77,71,80,0
0.294,41.0,61.8,72,70,81,0
0.714,85.5,89.9,203,27,29,1
0.565,63.4,75.4,114,48,54,1
0.386,55.6,42.7,70,79,68,0
0.43,67.7,81.8,116,49,56,1
0.381,56.2,50.3,56,75,69,0
0.999,86.7,91.1,223,14,16,1
0.479,65.9,80.5,164,45,53,1
0.377,57.8,66.0,30,66,69,0
0.676,69.6,73.6,99,45,46,1
0.229,46.2,49.9,36,82,82,0
0.238,50.9,69.5,2,71,81,0
0.39,52.2,65.2,45,65,71,0
0.583,64.6,75.3,147,45,50,1
0.397,53.5,57.4,46,70,70,0
0.579,77.2,75.7,127,46,44,1
0.216,55.4,43.0,16,88,78,0
0.213,55.6,41.5,6,90,78,0
0.365,39.2,69.2,6,66,82,0
0.77,80.6,91.3,250,21,27,1
0.453,67.3,74.5,196,48,51,1
0.281,54.3,59.0,83,72,72,0
0.303,53.7,50.1,63,78,73,0
0.295,36.6,46.6,71,80,83,0
0.53,69.7,73.1,101,51,52,0
0.61,75.9,76.5,165,42,41,1
0.365,44.2,55.2,19,74,79,0
0.534,67.5,71.3,150,50,50,0
0.292,38.9,66.1,84,66,81,0
0.371,36.2,45.8,40,79,82,0
0.248,47.6,50.2,27,82,81,0
0.377,40.7,43.3,61,79,78,0
0.475,76.1,75.8,101,52,50,0
0.39,36.1,56.6,54,70,81,0
0.377,47.0,43.8,7,82,77,0
0.411,64.2,72.9,129,55,58,0
0.324,53.6,40.8,60,83,72,0
0.302,48.1,47.2,66,80,76,0
0.323,35.5,52.8,58,75,84,0
0.338,52.2,66.4,36,67,74,0
0.269,52.3,56.5,64,75,75,0
0.286,55.2,43.3,79,82,72,0
0.544,72.1,77.9,136,46,48,1
0.377,51.1,59.1,7,72,75,0
0.387,44.0,47.4,82,75,75,0
0.422,77.5,72.4,102,56,51,0
0.209,58.8,44.6,35,87,75,0
0.36,45.2,43.1,48,81,77,0
0.379,50.1,65.2,22,67,74,0
0.363,41.9,57.3,22,73,80,0
0.574,66.3,82.5,175,39,48,1
0.782,91.1,96.6,283,15,19,1
0.24,48.6,68.9,1,71,82,0
0.779,91.6,91.5,216,23,22,1
0.265,49.8,55.3,48,77,78,0
0.897,88.6,97.0,260,12,17,1
0.783,83.8,90.6,265,20,24,1
0.556,67.5,81.0,173,41,48,1
0.278,42.6,64.9,62,69,81,0
0.381,50.0,42.4,68,79,72,0
0.619,67.2,72.3,112,48,49,1
0.212,37.6,70.0,41,69,88,0
0.209,55.0,50.8,24,83,78,0
0.589,60.1,75.1,168,44,52,1
0.277,45.3,51.0,69,78,79,0
0.276,45.3,59.2,42,74,80,0
0.328,44.5,65.1,12,69,80,0
0.395,44.1,57.9,8,72,78,0
0.366,38.1,64.7,19,68,82,0
0.272,39.8,53.7,13,79,85,0
0.658,67.4,73.0,143,44,46,1
0.45,69.6,81.4,184,44,51,1
0.204,38.8,46.6,14,87,89,0
0.41,71.5,70.4,147,55,53,0
0.324,50.3,65.4,49,67,75,0
0.366,51.8,62.1,81,66,71,0
0.329,49.6,69.8,71,63,74,0
0.545,70.6,75.9,133,47,49,1
0.379,53.9,46.8,35,78,71,0
0.262,43.5,61.6,25,74,83,0
0.941,81.7,93.9,316,9,16,1
0.272,56.1,42.2,58,84,73,0
0.287,40.3,47.5,39,81,83,0
0.273,46.8,59.4,38,74,80,0
0.435,70.2,70.1,138,55,53,0
0.274,37.0,64.2,19,72,87,0
0.328,42.0,56.1,89,71,78,0
0.468,78.2,70.3,126,54,48,1
0.426,78.0,74.3,162,51,48,1
0.633,69.4,71.7,129,47,46,1
0.276,35.7,69.4,62,66,85,0
0.241,50.4,48.4,81,80,76,0
0.784,80.9,98.5,319,12,23,1
0.252,40.8,44.6,60,84,83,0
0.218,41.6,53.5,75,78,83,0
0.378,54.3,48.1,85,75,68,0
0.23,58.7,68.3,16,71,75,0
0.378,51.9,59.9,34,70,73,0
0.237,53.2,60.6,14,76,79,0
0.235,39.1,67.2,71,69,84,0
0.304,39.0,56.2,19,76,84,0
0.476,69.3,73.1,91,54,55,0
0.214,53.3,68.8,79,68,76,0
0.351,45.9,54.7,59,73,76,0
0.454,71.5,81.4,172,45,50,1
0.265,54.8,61.1,26,74,76,0
0.494,62.6,84.6,115,44,57,1
0.258,59.5,49.8,58,80,71,0
0.544,63.4,83.0,130,42,54,1
0.202,57.8,69.7,0,72,78,0
0.681,60.3,77.4,145,40,49,1
0.337,50.2,54.4,19,76,76,0
0.677,75.7,78.1,102,42,42,1
0.472,67.1,85.0,99,46,56,1
0.728,82.1,96.1,241,20,29,1
0.257,52.0,40.0,61,86,76,0
0.958,88.8,99.5,252,8,15,1
0.201,52.1,69.9,37,70,79,0
0.388,45.6,47.5,89,75,73,0
0.524,64.2,78.9,135,46,54,1
0.944,99.8,87.1,249,17,9,1
0.653,78.5,79.3,175,38,38,1
0.205,45.5,55.1,67,78,82,0
0.655,68.7,70.4,94,48,48,1
0.329,56.1,42.3,51,83,71,0
0.612,62.9,74.9,171,43,49,1
0.395,44.9,65.9,78,63,74,0
0.279,51.5,62.3,10,73,78,0
0.338,44.2,48.4,1,81,81,0
0.364,58.2,67.5,59,64,68,0
0.341,47.0,48.8,71,77,75,0
0.637,72.8,83.5,136,38,44,1
0.381,57.2,48.0,6,79,71,0
0.699,64.0,79.4,92,41,49,1
0.398,47.3,67.4,75,62,72,0
0.332,46.8,58.7,66,71,76,0
0.268,49.4,46.7,58,82,77,0
0.297,57.9,68.6,73,65,70,0
0.237,59.4,47.6,3,85,75,0
0.338,46.2,44.0,49,81,77,0
0.316,57.2,62.3,75,68,70,0
0.236,36.5,52.8,57,79,87,0
0.446,61.5,72.1,162,52,57,0
0.228,47.8,60.9,10,76,82,0
0.93,87.1,94.6,272,11,16,1
0.368,36.2,62.2,73,66,81,0
0.7,74.2,71.7,181,41,38,1
0.556,71.2,79.5,123,45,49,1
0.51,79.3,78.7,191,43,42,1
0.318,54.0,55.8,76,73,71,0
0.473,62.1,78.8,110,49,58,1
0.476,71.7,82.7,91,48,53,1
0.326,44.6,41.1,72,82,77,0
0.256,35.3,44.2,64,83,86,0
0.388,44.1,49.8,77,74,75,0
0.379,45.0,55.9,56,71,76,0
0.279,40.6,54.4,64,76,82,0
0.877,98.2,86.7,326,16,8,1
0.352,58.7,60.3,48,70,69,0
0.69,60.2,80.7,156,37,48,1
0.533,61.8,82.6,103,45,57,1
0.221,51.3,41.4,84,86,77,0
0.232,35.6,69.4,5,71,90,0
0.254,41.3,56.6,42,76,84,0
0.317,51.5,56.9,64,73,74,0
0.316,59.8,64.3,84,67,67,0
0.308,57.4,62.2,79,69,70,0
0.738,81.5,88.9,221,26,30,1
0.571,68.0,79.2,192,41,46,1
0.23,45.2,69.3,48,69,82,0
0.879,85.8,88.1,328,15,16,1
0.376,59.9,41.1,24,83,68,0
0.274,39.0,47.6,69,80,83,0
0.285,35.3,49.2,86,78,84,0
0.222,58.5,68.4,54,69,74,0
0.264,49.5,59.6,60,73,77,0
0.323,55.3,63.0,72,68,71,0
0.488,66.1,77.3,109,50,55,0
0.291,48.7,57.1,67,73,76,0
0.56,75.1,70.3,179,48,43,1
0.286,41.5,59.6,85,71,80,0
0.886,93.6,91.4,215,19,17,1
0.674,73.6,78.9,179,37,39,1
0.56,70.5,82.1,131,42,49,1
0.874,81.1,89.4,300,16,20,1
0.43,73.4,77.7,104,52,53,0
0.343,39.5,68.3,3,67,83,0
0.729,82.9,85.6,323,23,24,1
0.251,59.5,54.1,81,76,70,0
0.348,52.5,66.5,17,67,74,0
0.465,71.9,75.1,129,51,52,0
0.397,46.1,69.4,1,64,77,0
0.598,61.8,77.7,90,46,55,1
0.984,90.0,89.5,281,12,11,1
0.403,69.9,78.7,164,49,53,1
0.556,70.2,78.0,109,46,50,1
0.249,59.1,42.2,64,85,72,0
0.282,41.8,61.6,40,72,82,0
0.248,39.6,44.0,9,87,87,0
0.292,49.1,51.0,69,77,76,0
0.397,40.3,61.9,3,69,81,0
0.481,75.4,71.3,198,49,45,1
0.372,41.4,65.4,55,65,78,0
0.547,69.5,79.1,109,46,51,1
0.357,48.5,57.3,66,71,74,0
0.217,50.5,57.8,40,77,80,0
0.272,50.9,61.7,35,73,77,0
0.251,44.2,59.7,77,73,80,0
0.215,57.9,63.0,8,76,77,0
0.352,47.1,42.2,1,84,78,0
0.232,40.7,43.8,74,84,83,0
0.971,81.5,91.1,352,8,13,1
0.545,68.0,83.9,162,40,49,1
0.673,78.8,83.9,136,36,39,1
0.216,51.7,53.2,3,82,81,0
0.368,59.5,47.5,69,76,66,0
0.833,81.3,91.8,302,16,22,1
0.396,56.9,42.2,29,81,69,0
0.441,72.7,82.9,158,45,50,1
0.355,52.4,55.7,73,71,71,0
0.699,65.8,72.1,188,40,43,1
0.257,47.6,44.1,37,85,80,0
0.491,68.2,80.0,192,43,49,1
0.337,54.0,48.4,88,76,70,0
0.321,47.6,43.3,84,80,75,0
0.604,63.0,71.2,192,44,48,1
0.856,94.5,90.2,241,19,16,1
0.48,62.5,72.4,181,49,54,1
0.384,41.6,52.7,60,73,77,0
0.263,48.1,54.7,30,78,80,0
0.961,86.4,90.4,205,17,19,1
0.563,67.4,73.9,163,46,49,1
0.385,55.6,62.3,30,68,70,0
0.256,51.0,59.0,21,76,79,0
0.634,77.2,84.2,116,39,42,1
0.39,43.4,43.4,19,81,78,0
0.264,42.1,68.6,4,70,85,0
0.849,82.8,97.7,280,12,21,1
0.261,43.5,66.7,24,70,83,0
0.368,52.0,61.0,38,69,73,0
0.241,39.3,42.1,28,87,86,0
0.331,55.0,60.2,33,71,73,0
0.46,62.8,74.0,153,51,56,0
0.334,36.8,53.7,80,73,81,0
0.883,80.8,88.6,330,14,18,1
0.62,69.7,75.7,115,45,48,1
0.379,49.6,64.1,23,68,75,0
0.394,59.9,62.6,0,69,69,0
0.396,45.4,57.5,46,70,75,0
0.294,55.5,53.1,42,77,73,0
0.6,60.2,76.1,155,43,52,1
0.384,51.3,42.2,3,83,74,0
0.222,35.8,56.8,26,78,89,0
0.643,74.2,74.5,156,43,42,1
0.25,44.7,69.8,30,68,82,0
0.225,37.6,54.5,46,79,87,0
0.521,67.1,75.1,106,50,54,0
0.223,46.9,55.9,0,80,84,0
0.813,83.0,90.5,346,15,19,1
0.286,43.0,63.1,53,70,81,0
0.582,61.4,73.6,171,45,51,1
0.276,41.4,42.2,5,87,85,0
0.759,97.1,91.9,348,16,12,1
0.348,55.3,49.7,7,79,73,0
0.957,95.3,97.7,261,9,10,1
0.322,54.0,54.2,50,75,73,0
0.498,72.4,74.3,178,47,47,1
0.207,52.6,66.9,10,73,80,0
0.364,59.5,51.1,38,76,68,0
0.37,52.0,66.3,68,64,71,0
0.672,75.9,74.3,133,43,41,1
0.573,63.8,72.1,160,47,51,1
0.221,46.4,53.8,1,82,84,0
0.738,90.1,90.4,266,22,22,1
0.299,51.2,50.1,32,80,76,0
0.326,46.7,63.3,1,71,80,0
0.684,73.4,73.0,161,42,40,1
0.474,70.5,70.4,157,52,51,0
0.533,71.0,72.5,129,50,49,1
0.276,56.1,60.8,19,74,75,0
0.546,68.6,80.4,120,45,51,1
0.385,41.9,53.2,68,72,77,0
0.26,37.4,59.0,61,74,85,0
0.266,50.8,48.6,24,82,78,0
0.221,57.1,63.0,89,71,73,0
0.517,64.2,70.8,182,49,51,1
0.472,69.7,74.8,106,52,54,0
0.794,81.2,86.6,277,22,25,1
0.22,56.3,54.4,51,79,75,0
0.424,60.3,81.8,171,46,58,1
0.642,70.3,71.4,114,47,46,1
0.608,77.5,76.5,107,46,44,1
0.441,66.3,73.0,110,54,57,0
0.419,69.0,70.0,119,57,56,0
0.395,45.5,49.6,36,76,76,0
0.721,93.9,94.4,294,19,19,1
0.353,58.4,45.3,59,79,68,0
0.354,46.6,44.1,15,82,78,0
0.423,79.0,80.7,126,49,49,1
0.283,56.9,46.4,43,82,73,0
0.803,81.8,99.3,275,13,24,1
0.591,60.9,82.0,99,43,55,1
0.483,74.9,83.1,117,46,50,1
0.61,63.6,77.4,162,42,49,1
0.224,37.6,67.3,59,70,86,0
0.583,64.9,73.7,91,49,53,1
0.515,78.1,84.6,178,40,43,1
0.41,74.6,79.7,198,46,48,1
0.348,56.7,46.3,79,78,68,0
0.602,67.9,70.3,137,48,48,1
0.31,55.0,63.1,42,70,73,0
0.392,38.9,51.3,76,73,78,0
0.364,37.2,49.7,39,77,82,0
0.691,68.1,71.8,126,44,45,1
0.244,51.0,56.1,58,76,77,0
0.318,49.7,48.5,34,80,76,0
0.249,50.8,47.3,87,80,76,0
0.453,75.3,80.8,103,49,51,1
0.305,45.4,45.9,54,81,78,0
0.523,67.0,79.3,196,42,49,1
0.259,39.2,47.5,89,80,82,0
0.278,35.7,42.2,81,83,84,0
0.248,45.9,65.6,79,69,79,0
0.359,42.7,41.6,43,82,79,0
0.264,43.1,50.7,48,80,82,0
0.394,35.2,63.4,61,65,81,0
0.377,39.6,69.4,86,61,77,0
0.579,67.4,77.9,115,45,51,1
0.862,96.2,94.8,349,10,9,1
0.249,49.1,42.2,82,84,77,0
0.948,92.8,91.5,242,14,13,1
0.52,76.3,74.0,134,49,46,1
0.706,92.4,91.8,258,23,22,1
0.319,36.5,64.9,24,69,85,0
0.335,59.1,54.6,19,76,71,0
0.462,74.1,79.2,132,48,50,1
0.267,45.8,60.1,50,73,80,0
0.855,98.8,95.0,274,14,12,1
0.522,66.6,75.5,185,45,50,1
0.461,63.6,83.5,173,43,54,1
0.282,53.3,55.0,72,75,74,0
0.457,70.4,80.2,198,44,49,1
0.527,64.8,77.1,91,49,56,1
0.298,49.7,60.9,11,74,78,0
0.393,51.2,42.7,35,81,72,0
0.594,75.3,70.4,124,49,45,1
0.352,53.1,59.9,8,72,74,0
0.304,52.5,61.8,5,73,77,0
0.272,37.9,67.2,27,69,86,0
0.669,76.0,75.3,109,44,42,1
0.22,37.0,49.5,17,84,89,0
0.66,75.3,80.9,187,36,39,1
0.562,63.2,80.2,193,40,50,1
0.327,53.2,68.0,20,67,75,0
0.696,78.2,82.5,151,36,37,1
0.377,48.1,56.0,65,71,73,0
0.319,46.4,65.5,16,69,79,0
0.31,51.7,56.4,69,73,74,0
0.306,52.6,58.6,1,75,77,0
0.369,40.3,49.6,29,77,80,0
0.398,53.8,52.3,83,71,68,0
0.461,77.6,77.9,99,51,50,0
0.412,67.0,82.0,138,48,56,1
0.284,44.1,43.4,44,84,81,0
0.349,52.1,63.1,87,66,71,0
0.522,61.1,74.2,93,51,58,0
0.294,54.3,56.7,17,76,75,0
0.612,79.0,72.5,150,46,40,1
0.382,37.3,44.2,72,78,79,0
0.591,75.8,70.8,187,46,41,1
0.953,81.5,90.0,321,11,16,1
0.675,60.7,81.4,107,40,51,1
0.216,52.8,66.6,54,71,77,0
0.336,40.5,41.9,78,81,79,0
0.45,61.8,71.5,162,52,57,0
0.275,55.9,69.4,89,65,71,0
0.587,67.6,71.8,151,47,48,1
0.924,89.8,86.1,286,17,14,1
0.748,97.5,93.9,343,15,13,1
0.504,69.8,80.1,172,44,49,1
0.884,91.9,94.0,310,12,13,1
0.369,44.2,68.5,40,64,77,0
0.311,40.8,53.7,39,76,82,0
0.341,37.8,41.9,64,82,81,0
0.38,46.7,67.2,69,63,74,0
0.365,35.9,58.8,28,71,83,0
0.425,64.9,78.3,129,50,58,0
0.427,67.8,80.6,166,47,54,1
0.275,39.6,48.8,76,79,82,0
0.237,49.5,64.9,12,73,81,0
0.765,86.1,97.8,275,16,23,1
0.76,94.4,93.7,275,19,18,1
0.487,64.8,73.4,121,52,56,0
0.22,41.8,61.3,49,74,84,0
0.347,50.6,48.2,49,78,74,0
0.214,55.7,40.6,54,88,76,0
0.259,44.4,44.0,17,86,83,0
0.205,35.1,64.3,1,76,92,0
0.984,88.5,97.7,258,8,14,1
0.236,48.4,64.1,30,73,81,0
0.396,47.4,47.8,1,79,76,0
0.222,48.9,55.2,21,80,81,0
0.479,65.5,80.3,152,46,54,1
0.684,62.5,77.1,107,42,50,1
0.495,67.5,83.8,179,41,50,1
0.655,74.4,74.3,140,43,42,1
0.214,48.3,41.0,45,88,81,0
0.324,52.8,43.3,45,82,74,0
0.685,70.7,78.9,93,42,46,1
0.889,80.4,88.5,315,15,19,1
0.471,66.7,75.7,186,47,51,1
0.396,39.3,64.4,66,64,78,0
0.601,69.8,74.0,93,48,49,1
0.492,62.6,84.3,164,42,54,1
0.257,35.0,58.5,73,73,86,0
0.243,57.4,40.4,4,90,76,0
0.282,49.2,69.2,34,67,78,0
0.917,83.7,93.1,316,11,16,1
0.297,46.8,40.8,51,85,78,0
0.665,77.3,76.0,181,39,37,1
0.269,43.2,58.3,5,77,84,0
0.343,55.4,59.9,61,70,70,0
0.472,70.9,71.0,199,50,48,1
0.986,91.7,86.9,342,11,7,1
0.809,88.5,96.4,325,12,17,1
0.409,78.7,83.5,117,48,50,1
0.24,57.6,61.3,66,73,73,0
0.29,48.1,60.1,39,73,78,0
0.308,35.6,40.2,60,84,84,0
0.359,56.7,52.6,56,74,69,0
0.607,69.8,73.1,110,48,48,1
0.653,79.3,84.1,184,34,37,1
0.419,74.9,71.5,124,55,52,0
0.541,62.2,70.1,133,51,54,0
0.356,46.5,68.9,55,64,76,0
0.208,46.5,62.9,8,76,84,0
0.355,46.8,53.8,14,76,78,0
0.418,66.6,74.3,131,53,57,0
0.438,75.7,74.1,129,53,50,0
0.303,40.2,57.6,20,75,84,0
0.301,55.8,51.3,27,79,74,0
0.272,57.3,63.3,74,70,71,0
0.325,49.0,66.5,42,67,76,0
0.257,48.9,46.9,86,80,76,0
0.254,53.9,42.2,65,85,75,0
0.398,41.7,68.8,56,62,77,0
0.402,66.4,78.5,153,50,56,0
0.775,96.3,85.6,253,25,17,1
0.459,73.9,78.4,90,51,53,0
0.816,84.0,92.4,265,18,23,1
0.357,41.9,46.5,53,78,79,0
0.374,39.9,53.9,82,71,78,0
0.609,74.6,84.0,92,41,46,1
0.586,76.6,75.5,124,46,44,1
0.37,56.0,67.7,69,63,69,0
0.375,35.1,62.7,0,70,85,0
0.208,44.0,51.7,12,83,85,0
0.394,44.1,43.4,19,81,78,0
0.285,48.9,58.2,1,76,80,0
0.283,51.2,60.0,20,74,78,0
0.357,58.3,59.7,5,72,71,0
0.229,46.2,50.6,4,84,84,0
0.571,66.4,81.9,169,40,49,1
0.226,47.6,59.6,78,74,79,0
0.441,63.4,75.1,95,54,60,0
0.261,38.5,44.7,35,84,85,0
0.52,69.5,73.1,188,47,48,1
0.326,43.7,54.9,49,74,79,0
0.252,47.6,56.1,50,76,79,0
0.401,74.0,71.5,161,54,51,0
0.309,36.6,46.2,32,82,85,0
0.795,97.0,92.6,293,17,14,1
0.311,50.5,65.8,48,68,75,0
0.222,58.8,51.8,23,82,75,0
0.994,96.1,91.8,314,8,5,1
0.334,47.3,68.5,27,66,78,0
0.437,61.0,75.9,110,53,60,0
0.523,68.8,79.3,141,45,51,1
0.325,49.9,57.1,0,76,78,0
0.641,62.5,80.5,92,42,52,1
0.347,59.0,66.2,45,66,69,0
0.275,36.9,40.6,30,87,86,0
0.27,44.2,59.3,62,73,80,0
0.397,49.6,61.0,58,67,72,0
0.36,49.2,53.5,83,72,72,0
0.503,76.5,84.7,117,44,48,1
0.548,66.9,79.7,189,41,48,1
0.395,55.2,59.9,21,70,71,0
0.225,36.2,61.6,87,72,85,0
0.922,84.0,85.7,294,17,17,1
0.474,71.0,74.9,127,51,52,0
0.337,50.3,43.7,55,81,74,0
0.388,44.0,67.7,87,61,74,0
0.232,50.0,46.3,85,82,77,0
0.361,49.0,45.8,68,78,73,0
0.584,71.7,79.3,128,43,47,1
0.276,37.5,56.1,89,73,83,0
0.48,78.9,74.5,136,50,46,1
0.621,67.9,81.5,113,41,49,1
0.59,80.0,73.7,100,48,43,1
0.533,70.5,71.1,144,50,49,1
0.635,62.2,72.7,127,46,51,1
0.698,75.3,74.9,135,41,40,1
0.263,48.5,40.5,39,87,79,0
0.384,57.5,53.2,66,72,67,0
0.705,95.5,85.9,262,27,20,1
0.509,75.6,84.3,177,40,45,1
0.602,74.3,84.9,164,37,43,1
0.748,97.4,95.9,230,20,19,1
0.453,77.3,81.5,197,43,45,1
0.433,67.1,83.4,93,49,58,1
0.275,47.9,48.1,80,79,77,0
0.409,73.5,83.7,163,46,51,1
0.233,49.2,48.2,57,82,79,0
0.329,52.8,50.9,13,79,75,0
0.676,79.2,80.0,190,36,35,1
0.725,86.4,88.3,331,21,21,1
0.803,91.5,88.1,278,21,18,1
0.201,53.2,58.9,19,78,80,0
0.535,60.4,78.3,136,46,55,1
0.201,45.9,59.0,49,77,83,0
0.576,77.3,74.2,162,45,42,1
0.266,38.6,50.2,42,80,85,0
0.281,59.9,53.4,73,76,69,0
0.291,41.1,46.0,74,80,81,0
0.36,59.9,68.2,59,64,67,0
0.291,44.2,64.0,86,68,78,0
0.323,40.0,53.8,7,78,84,0
0.313,50.1,55.7,87,72,73,0
0.729,93.6,94.9,315,17,18,1
0.722,97.9,89.1,213,27,21,1
0.244,49.8,48.3,63,81,78,0
0.335,37.2,41.6,77,81,81,0
0.577,75.4,73.4,148,47,44,1
0.216,59.8,59.3,2,78,76,0
0.644,78.5,76.7,156,41,39,1
0.295,55.1,65.6,72,67,72,0
0.758,81.5,95.2,268,18,26,1
0.255,48.4,67.9,78,67,77,0
0.386,59.1,44.2,48,79,67,0
0.207,50.3,48.1,34,84,80,0
0.396,47.5,42.5,56,79,73,0
0.554,66.5,76.7,187,43,48,1
0.354,56.9,45.3,36,80,70,0
0.329,46.5,48.3,36,79,78,0
0.664,73.6,80.9,126,39,43,1
0.243,58.7,65.3,9,73,75,0
0.492,72.5,80.4,127,46,50,1
0.607,61.2,83.2,183,37,50,1
0.562,60.7,74.7,126,47,55,1
0.428,60.4,70.5,110,57,61,0
0.276,40.4,41.8,48,85,83,0
0.663,62.9,82.2,91,40,51,1
0.353,53.1,59.0,80,69,70,0
0.742,85.0,86.1,293,24,23,1
0.27,48.3,62.0,20,73,80,0
0.531,62.8,82.7,129,43,55,1
0.902,93.5,88.2,267,17,13,1
0.244,43.9,69.4,4,70,85,0
0.509,62.3,73.5,109,51,57,0
0.333,55.1,48.0,44,79,72,0
0.402,77.1,70.3,101,58,52,0
0.363,40.8,46.4,35,79,80,0
0.308,49.3,40.3,46,85,76,0
0.82,82.0,97.1,258,15,24,1
0.213,46.9,45.4,38,86,82,0
0.365,41.8,66.2,52,65,78,0
0.608,66.1,73.0,97,48,51,1
0.416,65.7,82.4,98,50,59,0
0.251,50.5,64.3,52,71,78,0
0.85,85.0,95.8,318,11,18,1
0.338,44.7,58.0,31,73,79,0
0.341,53.4,61.6,66,68,71,0
0.979,84.8,96.3,285,8,15,1
0.203,42.8,56.9,47,78,84,0
0.375,42.3,57.6,29,72,79,0
0.576,70.7,78.4,177,42,45,1
0.362,53.2,42.8,15,83,73,0
0.231,49.0,64.1,25,73,81,0
0.96,84.0,95.2,341,6,13,1
0.539,60.1,84.4,135,41,56,1
0.222,49.6,68.6,26,71,81,0
0.275,55.8,62.5,66,70,73,0
0.384,41.3,44.4,48,79,78,0
0.299,53.4,55.9,78,73,72,0
0.353,37.9,68.6,3,67,84,0
0.246,35.4,66.9,7,72,90,0
0.617,74.3,75.1,156,43,43,1
0.859,88.7,90.5,241,19,19,1
0.624,72.0,78.8,197,38,41,1
0.361,37.1,54.4,82,71,80,0
0.897,96.3,94.2,348,9,7,1
0.509,77.6,78.7,110,48,47,1
0.258,58.3,50.6,89,78,70,0
0.981,84.2,89.6,329,10,12,1
0.667,77.7,80.8,109,40,41,1
0.304,58.0,61.1,18,73,73,0
0.365,45.2,56.9,31,72,77,0
0.629,72.0,71.3,168,45,43,1
0.225,43.7,53.6,4,82,85,0
0.963,89.2,97.3,297,7,12,1
0.392,47.0,51.4,65,73,73,0
0.388,47.2,52.3,38,74,75,0
0.317,58.6,60.7,53,71,70,0
0.25,52.4,66.5,38,70,77,0
0.362,59.7,69.0,70,62,66,0
0.598,72.5,72.7,100,49,48,1
0.404,76.2,74.8,170,51,49,1
0.381,55.9,58.1,29,71,70,0
0.675,64.1,70.8,162,44,46,1
0.249,35.0,61.0,58,73,87,0
0.212,47.6,57.5,23,79,83,0
0.269,49.6,46.4,60,82,77,0
0.31,38.9,47.3,23,81,84,0
0.346,47.5,40.5,85,81,74,0
0.909,94.1,90.5,354,11,8,1
0.303,54.8,63.8,82,68,71,0
0.312,52.7,61.5,28,72,75,0
0.531,75.0,71.5,114,52,48,1
0.694,69.7,82.2,137,37,43,1
0.541,79.1,73.4,141,48,44,1
0.699,61.0,74.3,194,39,45,1
0.223,47.6,54.8,81,77,79,0
0.236,52.0,59.4,12,77,79,0
0.222,39.1,67.9,71,69,85,0
